id,cui_orig,cui_target,name_orig,name_target
2190,C1057057,C1014144,burkholderiaceae,ralstonia
2191,C1048786,C1014144,ralstonia mannitolilytica,ralstonia
2192,C1213637,C1014144,ralstonia insidiosa,ralstonia
2193,C0317983,C1014144,ralstonia picketii,ralstonia
2194,C0085449,C0085448,caulobacter crescentus,caulobacter
2195,C1187508,C0085448,caulobacteraceae,caulobacter
2196,C4096258,C0752039,cellvibrionaceae,cellvibrio
2197,C2281162,C4096258,simiduia,cellvibrionaceae
2198,C4096259,C4096258,cellvibrionales,cellvibrionaceae
2199,C0752039,C4096258,cellvibrio,cellvibrionaceae
2200,C4096257,C4096259,halieaceae,cellvibrionales
2201,C4096254,C4096259,spongiibacteraceae,cellvibrionales
2202,C0751988,C4096259,gammaproteobacteria,cellvibrionales
2203,C4096258,C4096259,cellvibrionaceae,cellvibrionales
2204,C1444108,C1086870,aerococcaceae,ignavigranum
2205,C5518604,C1021720,chryseobacterium group,chryseobacterium
2206,C0317534,C1021720,chryseobacterium gleum,chryseobacterium
2207,C1681394,C1021720,chryseobacterium soldanellicola,chryseobacterium
2208,C1652438,C1021720,chryseobacterium taeanense,chryseobacterium
2209,C3715637,C1021720,chryseobacterium lathyri,chryseobacterium
2210,C0317536,C1021720,chryseobacterium indologenes,chryseobacterium
2211,C1222859,C1021720,chryseobacterium massiliae,chryseobacterium
2212,C5470341,C5518604,weeksellaceae,chryseobacterium group
2213,C1021720,C5518604,chryseobacterium,chryseobacterium group
2214,C5471010,C5470341,faecalibacter,weeksellaceae
2215,C1021721,C5470341,empedobacter,weeksellaceae
2216,C0318285,C5470341,neisseria weeksellaceae,weeksellaceae
2217,C1001942,C5470341,ornithobacterium,weeksellaceae
2218,C1004862,C5470341,riemerella,weeksellaceae
2219,C1672752,C5470341,elizabethkingia,weeksellaceae
2220,C1021722,C5470341,bergeyella,weeksellaceae
2221,C2629236,C5470341,cloacibacterium,weeksellaceae
2222,C1899096,C5470341,wautersiella,weeksellaceae
2223,C1220635,C5470341,flavobacteriales,weeksellaceae
2224,C5518604,C5470341,chryseobacterium group,weeksellaceae
2225,C1040695,C1234595,staphylococcaceae,jeotgalicoccus
2226,C0030641,C1228147,pasteurellaceae,histophilus
2227,C3765665,C0038393,streptobacillus felis,streptobacillus
2228,C0318138,C0038393,streptobacillus moniliformis,streptobacillus
2229,C3423284,C0038393,leptotrichiaceae,streptobacillus
2230,C0038402,C0318150,streptococcus,streptococcus uberis
2231,C4400945,C4318767,ileibacterium valens,ileibacterium
2232,C1062146,C4318767,erysipelotrichaceae,ileibacterium
2233,C3084036,C0314921,phocaeicola,bacteroide vulgatus
2234,C2989904,C3084036,phocaeicola abscessus,phocaeicola
2235,C2994580,C3084036,bacteroides sartorii,phocaeicola
2236,C1929900,C3084036,bacteroides barnesiae,phocaeicola
2237,C1929901,C3084036,bacteroides salanitronis,phocaeicola
2238,C1652829,C3084036,phocaeicola coprocola,phocaeicola
2239,C1937436,C3084036,bacteroides coprophilus,phocaeicola
2240,C1682616,C3084036,bacteroides plebeius,phocaeicola
2241,C1628270,C3084036,bacteroides massiliensis,phocaeicola
2242,C1915475,C3084036,bacteroides dorei,phocaeicola
2243,C0004660,C3084036,bacteroidaceae,phocaeicola
2244,C0314921,C3084036,bacteroide vulgatus,phocaeicola
2245,C1210564,C1004293,lachnospiraceae,coprococcus
2246,C1055365,C1004293,coprococcus catus,coprococcus
2247,C1562220,C1004293,coprococcus comes,coprococcus
2248,C1081789,C1004293,coprococcus eutactus,coprococcus
2249,C0026944,C0026943,mycoplasmatales,mycoplasmataceae
2250,C3179193,C0026944,mollicutes,mycoplasmatales
2251,C0026943,C0026944,mycoplasmataceae,mycoplasmatales
2252,C4188927,C0026944,unclassified mycoplasmatales,mycoplasmatales
2253,C1210564,C1212549,lachnospiraceae,dorea
2254,C1187729,C1212549,dorea longicatena,dorea
2255,C0317504,C1212549,dorea formicigenerans,dorea
2256,C1960583,C0315055,cardiobacteriaceae,cardiobacterium
2257,C0315056,C0315055,cardiobacterium hominis,cardiobacterium
2258,C1216534,C0315055,cardiobacterium valvarum,cardiobacterium
2259,C0445948,C1960583,dichelobacter,cardiobacteriaceae
2260,C1065470,C1960583,cardiobacteriales,cardiobacteriaceae
2261,C0315055,C1960583,cardiobacterium,cardiobacteriaceae
2262,C0751988,C1065470,gammaproteobacteria,cardiobacteriales
2263,C1960583,C1065470,cardiobacteriaceae,cardiobacteriales
2264,C0027576,C0085482,neisseriaceae,eikenella
2265,C0013738,C0085482,eikenella corrodens,eikenella
2266,C4576507,C1295773,desulfobulbus oralis,desulfobulbus
2267,C1227217,C1295773,desulfobulbaceae,desulfobulbus
2268,C1295773,C1227217,desulfobulbus,desulfobulbaceae
2269,C4103137,C1021577,actinotignum,actinobaculum schaalii
2270,C3791511,C4103137,actinotignum sanguinis,actinotignum
2271,C0001253,C4103137,actinomycetaceae,actinotignum
2272,C1021577,C4103137,actinobaculum schaalii,actinotignum
2273,C1009415,C0445839,sphingomonadaceae,sphingomonas
2274,C0317531,C0445839,sphingomonas paucimobilis,sphingomonas
2275,C3557423,C0445839,sphingomonas alpina,sphingomonas
2276,C1681389,C0445839,sphingomonas yunnanensis,sphingomonas
2277,C1041917,C0445839,sphingomonas koreensis,sphingomonas
2278,C1198844,C0445839,sphingomonas yabuuchiae,sphingomonas
2279,C1223004,C1009415,sphingomonadales,sphingomonadaceae
2280,C0445839,C1009415,sphingomonas,sphingomonadaceae
2281,C1078708,C1009415,sphingobium,sphingomonadaceae
2282,C1078709,C1009415,novosphingobium,sphingomonadaceae
2283,C1078710,C1009415,sphingopyxis,sphingomonadaceae
2284,C1091631,C1009415,blastomonas,sphingomonadaceae
2285,C1080664,C0318068,rikenellaceae,rikenella
2286,C1490417,C1674264,alistipes,alistipes finegoldii
2287,C0026913,C0085442,mycobacterium avium,mycobacterium avium subspecies paratuberculosis
2288,C0026914,C0026913,mycobacterium avium complex (mac),mycobacterium avium
2289,C0085442,C0026913,mycobacterium avium subspecies paratuberculosis,mycobacterium avium
2290,C5227246,C0026913,mycobacterium avium subsp.,mycobacterium avium
2291,C0026912,C0026914,mycobacterium,mycobacterium avium complex (mac)
2292,C0026913,C0026914,mycobacterium avium,mycobacterium avium complex (mac)
2293,C0086662,C0026914,mycobacterium intracellulare,mycobacterium avium complex (mac)
2294,C1228943,C1057550,ruminococcaceae,oscillospira
2295,C4103009,C4128371,bombella,bombella apis
2296,C0085461,C4103009,acetobacteraceae,bombella
2297,C4128371,C4103009,bombella apis,bombella
2298,C0318136,C0318071,rothia,rothia dentocariosa
2299,C0025964,C0318136,micrococcaceae,rothia
2300,C0318071,C0318136,rothia dentocariosa,rothia
2301,C1037356,C0318136,rothia nasimurium,rothia
2302,C0318137,C0318136,rothia mucilaginosa,rothia
2303,C1198842,C0318136,rothia aeria,rothia
2304,C0317728,C0318136,micrococcus kristinae,rothia
2305,C0033476,C2651883,propionibacterium,propionibacterium acidifaciens
2306,C1004289,C1004290,phascolarctobacterium,phascolarctobacterium faecium
2307,C1004290,C1004289,phascolarctobacterium faecium,phascolarctobacterium
2308,C3306391,C1004289,phascolarctobacterium succinatutens,phascolarctobacterium
2309,C3084169,C4386154,negativicutes,acidaminococcales
2310,C1004289,C3306391,phascolarctobacterium,phascolarctobacterium succinatutens
2311,C0038402,C0348055,streptococcus,streptococcus gordonii
2312,C0028243,C0035496,nocardiaceae,rhodococcus
2313,C5611391,C0035496,rhodococcus erythropolis group,rhodococcus
2314,C0445703,C0035496,rhodococcus corynebacterioides,rhodococcus
2315,C0318064,C0035496,rhodococcus fascians,rhodococcus
2316,C1037140,C0028243,williamsia,nocardiaceae
2317,C0028240,C0028243,nocardia,nocardiaceae
2318,C1037106,C0028243,mycobacteriales,nocardiaceae
2319,C0035496,C0028243,rhodococcus,nocardiaceae
2320,C2613540,C0314746,coccidae,cocci
2321,C0600233,C2613540,coccoidea,coccidae
2322,C0314746,C2613540,cocci,coccidae
2323,C1004447,C0600233,sternorrhyncha,coccoidea
2324,C2613540,C0600233,coccidae,coccoidea
2325,C0018992,C1004447,hemiptera,sternorrhyncha
2326,C0600233,C1004447,coccoidea,sternorrhyncha
2327,C1004426,C0018992,paraneoptera,hemiptera
2328,C1004447,C0018992,sternorrhyncha,hemiptera
2329,C1081809,C1004426,neoptera,paraneoptera
2330,C0018992,C1004426,hemiptera,paraneoptera
2331,C0998616,C1081809,pterygota,neoptera
2332,C1004426,C1081809,paraneoptera,neoptera
2333,C1037452,C0998616,dicondylia,pterygota
2334,C1081809,C0998616,neoptera,pterygota
2335,C0021585,C1037452,insecta,dicondylia
2336,C0998616,C1037452,pterygota,dicondylia
2337,C0598700,C0021585,hexapoda,insecta
2338,C1037452,C0021585,dicondylia,insecta
2339,C1218615,C0598700,pancrustacea,hexapoda
2340,C0021585,C0598700,insecta,hexapoda
2341,C1218616,C1218615,mandibulata,pancrustacea
2342,C0598700,C1218615,hexapoda,pancrustacea
2343,C0003903,C1218616,arthropoda,mandibulata
2344,C1218615,C1218616,pancrustacea,mandibulata
2345,C1039396,C0003903,panarthropoda,arthropoda
2346,C1218616,C0003903,mandibulata,arthropoda
2347,C3578917,C1039396,ecdysozoa,panarthropoda
2348,C0003903,C1039396,arthropoda,panarthropoda
2349,C1004415,C3578917,protostomia,ecdysozoa
2350,C1039396,C3578917,panarthropoda,ecdysozoa
2351,C1004398,C1004415,bilateria,protostomia
2352,C3578917,C1004415,ecdysozoa,protostomia
2353,C0997870,C1004398,eumetazoa,bilateria
2354,C1004415,C1004398,protostomia,bilateria
2355,C2713498,C0997870,metazoa,eumetazoa
2356,C1004398,C0997870,bilateria,eumetazoa
2357,C1004365,C2713498,opisthokonta,metazoa
2358,C0997870,C2713498,eumetazoa,metazoa
2359,C0684063,C1004365,eukaryota,opisthokonta
2360,C2713498,C1004365,metazoa,opisthokonta
2361,C2746012,C0684063,cellular organisms,eukaryota
2362,C1004365,C0684063,opisthokonta,eukaryota
2363,C0085494,C0317474,enterococcus,enterococcus hirae
2364,C0005380,C0314979,bifidobacteria,bifidobacterium thermophilum
2365,C0022938,C2759066,lactobacillus,lactobacillus equicursoris
2366,C1017473,C1214159,deferribacter,deferribacteraceae
2367,C1214158,C1214159,deferribacterales,deferribacteraceae
2368,C4151861,C4167166,faecalibaculum,faecalibaculum rodentium
2369,C1927848,C1631325,parabacteroides,parabacteroides goldsteinii
2370,C1531730,C0314875,bacillus subtilis group,bacillus licheniformis
2371,C5466534,C1088279,limosilactobacillus,lactobacillus frumenti
2372,C0085508,C3972404,helicobacter,helicobacter saguini
2373,C0282676,C1038817,burkholderia,burkholderia cepacia complex
2374,C0085469,C1038817,burkholderia cepacia,burkholderia cepacia complex
2375,C2302195,C1038817,burkholderia latens,burkholderia cepacia complex
2376,C3720866,C1038817,burkholderia pseudomultivorans,burkholderia cepacia complex
2377,C1043514,C1038817,burkholderia stabilis,burkholderia cepacia complex
2378,C2623171,C1038817,burkholderia lata,burkholderia cepacia complex
2379,C1022294,C1038817,burkholderia vietnamiensis,burkholderia cepacia complex
2380,C1187839,C1038817,burkholderia cenocepacia,burkholderia cepacia complex
2381,C1038818,C1038817,burkholderia multivorans,burkholderia cepacia complex
2382,C2624691,C1038817,burkholderia contaminans,burkholderia cepacia complex
2383,C1205081,C1038817,burkholderia anthina,burkholderia cepacia complex
2384,C0206347,C1009867,porphyromonas,porphyromonas catoniae
2385,C0008148,C0085504,chlamydia,chlamydophila pneumoniae
2386,C0015146,C0317480,eubacterium,eubacterium ruminantium
2387,C2280992,C2280870,adlercreutzia,adlercreutzia equolifaciens
2388,C4104174,C2280992,eggerthellaceae,adlercreutzia
2389,C2280870,C2280992,adlercreutzia equolifaciens,adlercreutzia
2390,C2794396,C2280992,enterorhabdus caecimuris,adlercreutzia
2391,C2662192,C2280992,enterorhabdus mucosicola,adlercreutzia
2392,C2658870,C0318190,blautia,blautia hansenii
2393,C1014144,C1048786,ralstonia,ralstonia mannitolilytica
2394,C3084036,C1915475,phocaeicola,bacteroides dorei
2395,C1490589,C4181114,akkermansia,akkermansia glycaniphila
2396,C0006813,C0315042,campylobacter,campylobacter concisus
2397,C1078708,C0445843,sphingobium,sphingobium yanoikuyae
2398,C1646840,C1078708,sphingobium japonicum,sphingobium
2399,C1009415,C1078708,sphingomonadaceae,sphingobium
2400,C0445843,C1078708,sphingobium yanoikuyae,sphingobium
2401,C0005380,C0314985,bifidobacteria,bifidobacterium dentium
2402,C3946026,C1062435,geobacillus thermoleovorans group,geobacillus
2403,C1004795,C1062435,geobacillus thermodenitrificans,geobacillus
2404,C0004586,C1062435,bacillaceae,geobacillus
2405,C0314863,C0314862,arcanobacterium haemolyticum,arcanobacterium
2406,C0001253,C0314862,actinomycetaceae,arcanobacterium
2407,C4760621,C0317763,mycolicibacterium,mycobacterium fortuitum
2408,C1935343,C4760621,mycobacterium phocaicum,mycolicibacterium
2409,C0317789,C4760621,mycobacterium neoaurum,mycolicibacterium
2410,C0317760,C4760621,mycobacterium vaccae,mycolicibacterium
2411,C0317779,C4760621,mycobacterium obuense,mycolicibacterium
2412,C0026907,C4760621,mycobacteriaceae,mycolicibacterium
2413,C0317763,C4760621,mycobacterium fortuitum,mycolicibacterium
2414,C1009400,C0317981,brevundimonas,brevundimonas diminuta
2415,C1187508,C1009400,caulobacteraceae,brevundimonas
2416,C0317981,C1009400,brevundimonas diminuta,brevundimonas
2417,C0317980,C1009400,brevundimonas vesicularis,brevundimonas
2418,C0314862,C0314863,arcanobacterium,arcanobacterium haemolyticum
2419,C0006916,C0445863,capnocytophaga,capnocytophaga canimorsus
2420,C1199500,C1199499,victivallis vadensis,victivallis
2421,C1494924,C1199499,victivallaceae,victivallis
2422,C1478889,C1494924,victivallales,victivallaceae
2423,C1199499,C1494924,victivallis,victivallaceae
2424,C3632110,C1478889,lentisphaeria,victivallales
2425,C1494924,C1478889,victivallaceae,victivallales
2426,C1495786,C3632110,lentisphaerota,lentisphaeria
2427,C1478889,C3632110,victivallales,lentisphaeria
2428,C4128736,C1495786,pvc group,lentisphaerota
2429,C3632110,C1495786,lentisphaeria,lentisphaerota
2430,C3557589,C3583133,stomatobaculum longum,stomatobaculum
2431,C1210564,C3583133,lachnospiraceae,stomatobaculum
2432,C0022938,C0317649,lactobacillus,lactobacillus kefiranofaciens m
2433,C1265212,C0317649,lactobacillus kefirgranum,lactobacillus kefiranofaciens m
2434,C0006813,C1031955,campylobacter,campylobacter hominis
2435,C0040837,C0040840,treponema,treponema pallidum
2436,C0040842,C0040840,treponema pertenue,treponema pallidum
2437,C1228943,C2288424,ruminococcaceae,oscillibacter
2438,C2314668,C2288424,oscillibacter valericigenes,oscillibacter
2439,C3610181,C2288424,oscillibacter ruminantium,oscillibacter
2440,C0004611,C1027010,bacteria,delta/epsilon subdivisions
2441,C2804545,C1232961,rhabdochlamydiaceae,rhabdochlamydia
2442,C4460910,C2804545,parachlamydiales,rhabdochlamydiaceae
2443,C1232961,C2804545,rhabdochlamydia,rhabdochlamydiaceae
2444,C0887973,C4460910,parachlamydiaceae,parachlamydiales
2445,C3463900,C4460910,chlamydiia,parachlamydiales
2446,C2804545,C4460910,rhabdochlamydiaceae,parachlamydiales
2447,C0038424,C0038420,streptomycetaceae,streptomyces
2448,C5201068,C0038420,streptomyces malaysiense,streptomyces
2449,C4181752,C0038420,streptomyces monashensis,streptomyces
2450,C0995745,C0038420,streptomyces fradiae,streptomyces
2451,C0318198,C0038420,streptomyces venezuelae,streptomyces
2452,C5628544,C0038420,streptomyces althioticus group,streptomyces
2453,C3908870,C0038420,streptomyces pluripotens,streptomyces
2454,C2672252,C0038420,streptomyces griseus group,streptomyces
2455,C1905549,C0038420,streptomyces lividus,streptomyces
2456,C1026410,C0038420,streptomyces toxytricini,streptomyces
2457,C2615359,C0038420,streptomyces xiamenensis,streptomyces
2458,C1004769,C0038420,streptomyces avermitilis,streptomyces
2459,C5610939,C0038420,streptomyces violaceusniger group,streptomyces
2460,C5482103,C0038420,streptomyces colonosanans,streptomyces
2461,C0995768,C0038420,streptomyces scabies,streptomyces
2462,C3802039,C0038420,streptomyces albidoflavus group,streptomyces
2463,C1905671,C0038420,streptomyces cinnamocastaneus,streptomyces
2464,C1026307,C0038420,streptomyces achromogenes,streptomyces
2465,C1905682,C0038420,streptomyces carpaticus,streptomyces
2466,C0038420,C0038424,streptomyces,streptomycetaceae
2467,C0038420,C5201068,streptomyces,streptomyces malaysiense
2468,C0038420,C5482103,streptomyces,streptomyces colonosanans
2469,C0014834,C0376624,escherichia coli,escherichia coli o157:h7
2470,C0318074,C0318077,ruminococcus,ruminococcus bromii
2471,C1003853,C1014409,clostridiaceae,arthromitus
2472,C1210578,C4133880,alicyclobacillaceae,acidibacillus
2473,C1002601,C1210578,alicyclobacillus,alicyclobacillaceae
2474,C1456435,C1210578,bacillales,alicyclobacillaceae
2475,C4133880,C1210578,acidibacillus,alicyclobacillaceae
2476,C1212880,C0995591,nitrospiraceae,nitrospira
2477,C1212879,C1212880,nitrospirales,nitrospiraceae
2478,C0995591,C1212880,nitrospira,nitrospiraceae
2479,C1222583,C1212879,nitrospiria,nitrospirales
2480,C1212880,C1212879,nitrospiraceae,nitrospirales
2481,C1008655,C1222583,nitrospirota,nitrospiria
2482,C1212879,C1222583,nitrospirales,nitrospiria
2483,C0004611,C1008655,bacteria,nitrospirota
2484,C1222583,C1008655,nitrospiria,nitrospirota
2485,C1210573,C0317583,planococcaceae,kurthia
2486,C1077408,C1210573,planomicrobium,planococcaceae
2487,C0995650,C1210573,sporosarcina,planococcaceae
2488,C0995608,C1210573,coprococcus bacteria,planococcaceae
2489,C2782559,C1210573,solibacillus,planococcaceae
2490,C1456435,C1210573,bacillales,planococcaceae
2491,C0317583,C1210573,kurthia,planococcaceae
2492,C4386157,C0318086,selenomonadaceae,selenomonas
2493,C0318091,C0318086,selenomonas noxia,selenomonas
2494,C0318094,C0318086,selenomonas dianae,selenomonas
2495,C0445950,C0318086,selenomonas infelix,selenomonas
2496,C0318087,C0318086,selenomonas ruminantium,selenomonas
2497,C0318095,C0318086,selenomonas artemidis,selenomonas
2498,C0318092,C0318086,selenomonas flueggei,selenomonas
2499,C0318088,C0318086,selenomonas sputigena,selenomonas
2500,C1232890,C1057640,acidithiobacillaceae,acidithiobacillus
2501,C1232889,C1232890,acidithiobacillales,acidithiobacillaceae
2502,C1057640,C1232890,acidithiobacillus,acidithiobacillaceae
2503,C4088699,C1232889,acidithiobacillia,acidithiobacillales
