1,DISEASE,MESH ID,BACTERIA,NCBI ID,RELATION,METHOD,PMID
958,Irritable Bowel Syndrome,D043183,Acinetobacter,469,Increase,16S rRNA sequencing,23757279
959,Irritable Bowel Syndrome,D043183,Aggregatibacter,416916,Decrease,16S rRNA sequencing,23757279
960,Irritable Bowel Syndrome,D043183,Akkermansia,239934,Increase,16S rRNA sequencing,23757279
961,Irritable Bowel Syndrome,D043183,Alistipes,239759,Decrease,16S rRNA sequencing,23757279
962,Irritable Bowel Syndrome,D043183,Alistipes,239759,Increase,16S rRNA sequencing,23757279
963,Irritable Bowel Syndrome,D043183,Asteroleplasma,2152,Decrease,16S rRNA sequencing,23757279
964,Irritable Bowel Syndrome,D043183,Bacteroides,816,Increase,16S rRNA sequencing,23757279
965,Irritable Bowel Syndrome,D043183,Barnesiella,397864,Increase,16S rRNA sequencing,23757279
966,Irritable Bowel Syndrome,D043183,Blautia,572511,Increase,16S rRNA sequencing,23757279
967,Irritable Bowel Syndrome,D043183,Blautia,572511,Decrease,16S rRNA sequencing,23757279
968,Irritable Bowel Syndrome,D043183,Brevibacillus,55080,Decrease,16S rRNA sequencing,23757279
969,Irritable Bowel Syndrome,D043183,Brevundimonas,41275,Decrease,16S rRNA sequencing,23757279
970,Irritable Bowel Syndrome,D043183,Butyricicoccus,580596,Decrease,16S rRNA sequencing,23757279
971,Irritable Bowel Syndrome,D043183,Butyricimonas,574697,Increase,16S rRNA sequencing,23757279
972,Irritable Bowel Syndrome,D043183,Butyricimonas,574697,Decrease,16S rRNA sequencing,23757279
973,Irritable Bowel Syndrome,D043183,Campylobacter,194,Decrease,16S rRNA sequencing,23757279
974,Irritable Bowel Syndrome,D043183,Catenibacterium,135858,Decrease,16S rRNA sequencing,23757279
975,Irritable Bowel Syndrome,D043183,Clostridium,1485,Increase,16S rRNA sequencing,23757279
976,Irritable Bowel Syndrome,D043183,Coprobacillus,100883,Increase,16S rRNA sequencing,23757279
977,Irritable Bowel Syndrome,D043183,Coprobacillus,100883,Decrease,16S rRNA sequencing,23757279
978,Irritable Bowel Syndrome,D043183,Coprococcus,33042,Decrease,16S rRNA sequencing,23757279
979,Irritable Bowel Syndrome,D043183,Delftia,80865,Decrease,16S rRNA sequencing,23757279
980,Irritable Bowel Syndrome,D043183,Desulfovibrio,872,Decrease,16S rRNA sequencing,23757279
981,Irritable Bowel Syndrome,D043183,Dialister,39948,Decrease,16S rRNA sequencing,23757279
982,Irritable Bowel Syndrome,D043183,Dialister,39948,Increase,16S rRNA sequencing,23757279
983,Irritable Bowel Syndrome,D043183,Diaphorobacter,238749,Decrease,16S rRNA sequencing,23757279
984,Irritable Bowel Syndrome,D043183,Dorea,189330,Increase,16S rRNA sequencing,23757279
985,Irritable Bowel Syndrome,D043183,Eubacterium,1730,Increase,16S rRNA sequencing,23757279
986,Irritable Bowel Syndrome,D043183,Faecalibacterium,216851,Decrease,16S rRNA sequencing,23757279
987,Irritable Bowel Syndrome,D043183,Finegoldia,150022,Decrease,16S rRNA sequencing,23757279
988,Irritable Bowel Syndrome,D043183,Fusobacterium,848,Increase,16S rRNA sequencing,23757279
989,Irritable Bowel Syndrome,D043183,Fusobacterium,848,Decrease,16S rRNA sequencing,23757279
990,Irritable Bowel Syndrome,D043183,Gemella,1378,Increase,16S rRNA sequencing,23757279
991,Irritable Bowel Syndrome,D043183,Granulicatella,117563,Increase,16S rRNA sequencing,23757279
992,Irritable Bowel Syndrome,D043183,Granulicatella,117563,Decrease,16S rRNA sequencing,23757279
993,Irritable Bowel Syndrome,D043183,Haemophilus,724,Decrease,16S rRNA sequencing,23757279
994,Irritable Bowel Syndrome,D043183,Hydrogenoanaerobacterium,596767,Increase,16S rRNA sequencing,23757279
995,Laryngeal Neoplasms,D007822,Mycoplasma,2093,Increase,16S rRNA sequencing,23824228
996,Irritable Bowel Syndrome,D043183,Hydrogenoanaerobacterium,596767,Decrease,16S rRNA sequencing,23757279
997,Irritable Bowel Syndrome,D043183,Lactococcus,1357,Increase,16S rRNA sequencing,23757279
998,Irritable Bowel Syndrome,D043183,Leptotrichia,32067,Increase,16S rRNA sequencing,23757279
999,Irritable Bowel Syndrome,D043183,Leptotrichia,32067,Decrease,16S rRNA sequencing,23757279
1000,Irritable Bowel Syndrome,D043183,Leuconostoc,1243,Increase,16S rRNA sequencing,23757279
1001,Irritable Bowel Syndrome,D043183,Methylobacterium,407,Decrease,16S rRNA sequencing,23757279
1002,Irritable Bowel Syndrome,D043183,Neisseria,482,Decrease,16S rRNA sequencing,23757279
1003,Irritable Bowel Syndrome,D043183,Neisseria,482,Increase,16S rRNA sequencing,23757279
1004,Irritable Bowel Syndrome,D043183,Odoribacter,283168,Decrease,16S rRNA sequencing,23757279
1005,Irritable Bowel Syndrome,D043183,Odoribacter,283168,Increase,16S rRNA sequencing,23757279
1006,Irritable Bowel Syndrome,D043183,Oribacterium,265975,Decrease,16S rRNA sequencing,23757279
1007,Irritable Bowel Syndrome,D043183,Oscillibacter,459786,Decrease,16S rRNA sequencing,23757279
1008,Irritable Bowel Syndrome,D043183,Parabacteroides,375288,Decrease,16S rRNA sequencing,23757279
1009,Irritable Bowel Syndrome,D043183,Parabacteroides,375288,Increase,16S rRNA sequencing,23757279
1010,Irritable Bowel Syndrome,D043183,Paraprevotella,577309,Increase,16S rRNA sequencing,23757279
1011,Irritable Bowel Syndrome,D043183,Paraprevotella,577309,Decrease,16S rRNA sequencing,23757279
1012,Irritable Bowel Syndrome,D043183,Parasutterella,577310,Decrease,16S rRNA sequencing,23757279
1013,Irritable Bowel Syndrome,D043183,Parasutterella,577310,Increase,16S rRNA sequencing,23757279
1014,Irritable Bowel Syndrome,D043183,Peptoniphilus,162289,Decrease,16S rRNA sequencing,23757279
1015,Irritable Bowel Syndrome,D043183,Phascolarctobacterium,33024,Increase,16S rRNA sequencing,23757279
1016,Irritable Bowel Syndrome,D043183,Phascolarctobacterium,33024,Decrease,16S rRNA sequencing,23757279
1017,Irritable Bowel Syndrome,D043183,Porphyromonas,836,Decrease,16S rRNA sequencing,23757279
1018,Irritable Bowel Syndrome,D043183,Prevotella,838,Decrease,16S rRNA sequencing,23757279
1019,Irritable Bowel Syndrome,D043183,Propionibacterium,1743,Decrease,16S rRNA sequencing,23757279
1020,Irritable Bowel Syndrome,D043183,Pseudomonas,286,Increase,16S rRNA sequencing,23757279
1021,Irritable Bowel Syndrome,D043183,Roseburia,841,Decrease,16S rRNA sequencing,23757279
1022,Laryngeal Neoplasms,D007822,Pandoraea,93217,Increase,16S rRNA sequencing,23824228
1023,Irritable Bowel Syndrome,D043183,Roseburia,841,Increase,16S rRNA sequencing,23757279
1024,Irritable Bowel Syndrome,D043183,Ruminococcus,1263,Decrease,16S rRNA sequencing,23757279
1025,Irritable Bowel Syndrome,D043183,Sphingobacterium,28453,Increase,16S rRNA sequencing,23757279
1026,Irritable Bowel Syndrome,D043183,Sphingomonas,13687,Decrease,16S rRNA sequencing,23757279
1027,Irritable Bowel Syndrome,D043183,Sporacetigenium,360541,Decrease,16S rRNA sequencing,23757279
1028,Irritable Bowel Syndrome,D043183,Streptococcus,1301,Decrease,16S rRNA sequencing,23757279
1029,Irritable Bowel Syndrome,D043183,Streptococcus,1301,Increase,16S rRNA sequencing,23757279
1030,Irritable Bowel Syndrome,D043183,Subdoligranulum,292632,Decrease,16S rRNA sequencing,23757279
1031,Irritable Bowel Syndrome,D043183,Succinispira,78119,Decrease,16S rRNA sequencing,23757279
1032,Irritable Bowel Syndrome,D043183,Succinispira,78119,Increase,16S rRNA sequencing,23757279
1033,Irritable Bowel Syndrome,D043183,Sutterella,40544,Increase,16S rRNA sequencing,23757279
1034,Irritable Bowel Syndrome,D043183,Syntrophococcus,84036,Decrease,16S rRNA sequencing,23757279
1035,Irritable Bowel Syndrome,D043183,Syntrophococcus,84036,Increase,16S rRNA sequencing,23757279
1036,Irritable Bowel Syndrome,D043183,Treponema,157,Decrease,16S rRNA sequencing,23757279
1037,Irritable Bowel Syndrome,D043183,Turicibacter,191303,Increase,16S rRNA sequencing,23757279
1038,Irritable Bowel Syndrome,D043183,Veillonella,29465,Decrease,16S rRNA sequencing,23757279
1039,Irritable Bowel Syndrome,D043183,Veillonella,29465,Increase,16S rRNA sequencing,23757279
1040,Irritable Bowel Syndrome,D043183,Weissella,46255,Increase,16S rRNA sequencing,23757279
1041,Laryngeal Neoplasms,D007822,Parvimonas,543311,Increase,16S rRNA sequencing,23824228
1042,Laryngeal Neoplasms,D007822,Abiotrophia,46123,Increase,16S rRNA sequencing,23824228
1043,Laryngeal Neoplasms,D007822,Aggregatibacter,416916,Increase,16S rRNA sequencing,23824228
1044,Laryngeal Neoplasms,D007822,Capnocytophaga,1016,Increase,16S rRNA sequencing,23824228
1045,Laryngeal Neoplasms,D007822,Catonella,43996,Increase,16S rRNA sequencing,23824228
1046,Laryngeal Neoplasms,D007822,Dialister,39948,Increase,16S rRNA sequencing,23824228
1047,Laryngeal Neoplasms,D007822,Fusobacterium,848,Increase,16S rRNA sequencing,23824228
1048,Laryngeal Neoplasms,D007822,Hallella,52228,Decrease,16S rRNA sequencing,23824228
1049,Laryngeal Neoplasms,D007822,Helicobacter,209,Increase,16S rRNA sequencing,23824228
1050,Laryngeal Neoplasms,D007822,Methylobacterium,407,Increase,16S rRNA sequencing,23824228
1051,Laryngeal Neoplasms,D007822,Mobiluncus,2050,Decrease,16S rRNA sequencing,23824228
1052,Laryngeal Neoplasms,D007822,Moraxella,475,Increase,16S rRNA sequencing,23824228
1053,Laryngeal Neoplasms,D007822,Peptostreptococcus,1257,Decrease,16S rRNA sequencing,23824228
1054,Laryngeal Neoplasms,D007822,Peptostreptococcus,1257,Increase,16S rRNA sequencing,23824228
1055,Laryngeal Neoplasms,D007822,Prevotella,838,Decrease,16S rRNA sequencing,23824228
1056,Laryngeal Neoplasms,D007822,Prevotella,838,Increase,16S rRNA sequencing,23824228
1057,Laryngeal Neoplasms,D007822,Proteus,583,Increase,16S rRNA sequencing,23824228
1058,Laryngeal Neoplasms,D007822,Pyramidobacter,638847,Decrease,16S rRNA sequencing,23824228
1059,Laryngeal Neoplasms,D007822,Schlegelella,215579,Increase,16S rRNA sequencing,23824228
1060,Laryngeal Neoplasms,D007822,Selenomonas,970,Increase,16S rRNA sequencing,23824228
1061,Laryngeal Neoplasms,D007822,Serratia,613,Increase,16S rRNA sequencing,23824228
1062,Laryngeal Neoplasms,D007822,Solobacterium,123375,Decrease,16S rRNA sequencing,23824228
1063,Laryngeal Neoplasms,D007822,Staphylococcus,1279,Increase,16S rRNA sequencing,23824228
1064,Laryngeal Neoplasms,D007822,Streptococcus,1301,Decrease,16S rRNA sequencing,23824228
1065,Laryngeal Neoplasms,D007822,Treponema,157,Increase,16S rRNA sequencing,23824228
1066,Crohn Disease,D003424,Gemella,1378,Decrease,16S rRNA sequencing,24013298
1067,Crohn Disease,D003424,Haemophilus,724,Decrease,16S rRNA sequencing,24013298
1068,"Colitis, Ulcerative",D003093,Haemophilus,724,Decrease,16S rRNA sequencing,24013298
1069,Crohn Disease,D003424,Neisseria,482,Decrease,16S rRNA sequencing,24013298
1070,Crohn Disease,D003424,Prevotella,838,Increase,16S rRNA sequencing,24013298
1071,"Colitis, Ulcerative",D003093,Prevotella,838,Increase,16S rRNA sequencing,24013298
1072,Crohn Disease,D003424,Streptococcus,1301,Decrease,16S rRNA sequencing,24013298
1073,"Colitis, Ulcerative",D003093,Streptococcus,1301,Decrease,16S rRNA sequencing,24013298
1074,Crohn Disease,D003424,Veillonella,29465,Increase,16S rRNA sequencing,24013298
1075,"Colitis, Ulcerative",D003093,Veillonella,29465,Increase,16S rRNA sequencing,24013298
1076,Colorectal Neoplasms,D015179,Anaerovorax,109326,Increase,16S rRNA sequencing,24316595
1077,Colorectal Neoplasms,D015179,Atopobium,1380,Increase,16S rRNA sequencing,24316595
1078,Colorectal Neoplasms,D015179,Coprococcus,33042,Decrease,16S rRNA sequencing,24316595
1079,Colorectal Neoplasms,D015179,Fusobacterium,848,Increase,16S rRNA sequencing,24316595
1080,Colorectal Neoplasms,D015179,Fusobacterium,848,Increase,qPCR,24316595
1081,Colorectal Neoplasms,D015179,Peptostreptococcus,1257,Increase,16S rRNA sequencing,24316595
1082,Colorectal Neoplasms,D015179,Porphyromonas,836,Increase,16S rRNA sequencing,24316595
1083,Colorectal Neoplasms,D015179,Porphyromonas,836,Increase,qPCR,24316595
1084,Crohn Disease,D003424,Faecalibacterium,216851,Decrease,16S rRNA sequencing,24348539
1085,"Colitis, Ulcerative",D003093,Faecalibacterium,216851,Increase,16S rRNA sequencing,24348539
1086,Breast Neoplasms,D001943,Bradyrhizobium,374,Decrease,16S rRNA sequencing,24421902
1087,Breast Neoplasms,D001943,Flavobacterium,237,Increase,16S rRNA sequencing,24421902
1088,Breast Neoplasms,D001943,Methylobacterium,407,Increase,16S rRNA sequencing,24421902
1089,Breast Neoplasms,D001943,Nitrosomonas,914,Decrease,16S rRNA sequencing,24421902
1090,Breast Neoplasms,D001943,Sphingomonas,13687,Decrease,16S rRNA sequencing,24421902
1091,Colorectal Neoplasms,D015179,Campylobacter,194,Increase,Shotgun metatranscriptomics sequencing,24450771
1092,Colorectal Neoplasms,D015179,Fusobacterium,848,Increase,Shotgun metatranscriptomics sequencing,24450771
1093,Colorectal Neoplasms,D015179,Holdemania,61170,Decrease,Shotgun metatranscriptomics sequencing,24450771
1094,Colorectal Neoplasms,D015179,Leptotrichia,32067,Increase,Shotgun metatranscriptomics sequencing,24450771
1095,Colorectal Neoplasms,D015179,Parabacteroides,375288,Decrease,Shotgun metatranscriptomics sequencing,24450771
1096,Colorectal Neoplasms,D015179,Pseudoflavonifractor,1017280,Decrease,Shotgun metatranscriptomics sequencing,24450771
1097,Colorectal Neoplasms,D015179,Ruminococcus,1263,Decrease,Shotgun metatranscriptomics sequencing,24450771
1098,Colorectal Neoplasms,D015179,Selenomonas,970,Increase,Shotgun metatranscriptomics sequencing,24450771
1099,Colorectal Neoplasms,D015179,Methanobrevibacter,2172,Increase,qRT-PCR,24811328
1100,Mouth Neoplasms,D009062,Actinomyces,1654,Decrease,16S rRNA sequencing,24887397
1101,Mouth Neoplasms,D009062,Fusobacterium,848,Increase,16S rRNA sequencing,24887397
1102,Mouth Neoplasms,D009062,Rothia,32207,Decrease,16S rRNA sequencing,24887397
1103,Mouth Neoplasms,D009062,Streptococcus,1301,Decrease,16S rRNA sequencing,24887397
1104,Constipation,D003248,Anaerotruncus,244127,Increase,16S rRNA sequencing,25073603
1105,Constipation,D003248,Blautia,572511,Increase,16S rRNA sequencing,25073603
1106,Constipation,D003248,Clostridium,1485,Increase,16S rRNA sequencing,25073603
1107,Constipation,D003248,Coprococcus,33042,Increase,16S rRNA sequencing,25073603
1108,Constipation,D003248,Prevotella,838,Decrease,16S rRNA sequencing,25073603
1109,Constipation,D003248,Ruminococcus,1263,Increase,16S rRNA sequencing,25073603
1110,Colorectal Neoplasms,D015179,Bacteroides,816,Decrease,16S rRNA sequencing,25104642
1111,Colorectal Neoplasms,D015179,Blautia,572511,Decrease,16S rRNA sequencing,25104642
1112,Colorectal Neoplasms,D015179,Clostridium,1485,Increase,16S rRNA sequencing,25104642
1113,Colorectal Neoplasms,D015179,Fusobacterium,848,Increase,16S rRNA sequencing,25104642
1114,Colorectal Neoplasms,D015179,Phascolarctobacterium,33024,Decrease,16S rRNA sequencing,25104642
1115,Colorectal Neoplasms,D015179,Porphyromonas,836,Increase,16S rRNA sequencing,25104642
1116,Colorectal Neoplasms,D015179,Porphyromonas,836,Decrease,16S rRNA sequencing,25104642
1117,Colorectal Neoplasms,D015179,Ruminococcus,1263,Increase,16S rRNA sequencing,25104642
1118,Crohn Disease,D003424,Actinomyces,1654,Increase,16S rRNA sequencing,25121355
1119,"Colitis, Ulcerative",D003093,Bacteroides,816,Increase,16S rRNA sequencing,25121355
1120,Crohn Disease,D003424,Blautia,572511,Decrease,16S rRNA sequencing,25121355
1121,"Colitis, Ulcerative",D003093,Blautia,572511,Increase,16S rRNA sequencing,25121355
1122,Crohn Disease,D003424,Chryseobacterium,59732,Decrease,16S rRNA sequencing,25121355
1123,"Colitis, Ulcerative",D003093,Chryseobacterium,59732,Increase,16S rRNA sequencing,25121355
1124,Crohn Disease,D003424,Coprococcus,33042,Decrease,16S rRNA sequencing,25121355
1125,"Colitis, Ulcerative",D003093,Coprococcus,33042,Decrease,16S rRNA sequencing,25121355
1126,Crohn Disease,D003424,Delftia,80865,Increase,16S rRNA sequencing,25121355
1127,Crohn Disease,D003424,Dorea,189330,Decrease,16S rRNA sequencing,25121355
1128,Crohn Disease,D003424,Enterococcus,1350,Increase,16S rRNA sequencing,25121355
1129,"Colitis, Ulcerative",D003093,Enterococcus,1350,Increase,16S rRNA sequencing,25121355
1130,Crohn Disease,D003424,Faecalibacterium,216851,Decrease,16S rRNA sequencing,25121355
1131,Crohn Disease,D003424,Megamonas,158846,Decrease,16S rRNA sequencing,25121355
1132,Crohn Disease,D003424,Prevotella,838,Decrease,16S rRNA sequencing,25121355
1133,"Colitis, Ulcerative",D003093,Prevotella,838,Decrease,16S rRNA sequencing,25121355
1134,Crohn Disease,D003424,Roseburia,841,Decrease,16S rRNA sequencing,25121355
1135,Crohn Disease,D003424,Ruminococcus,1263,Decrease,16S rRNA sequencing,25121355
1136,"Colitis, Ulcerative",D003093,Ruminococcus,1263,Decrease,16S rRNA sequencing,25121355
1137,Crohn Disease,D003424,Streptococcus,1301,Increase,16S rRNA sequencing,25121355
1138,Crohn Disease,D003424,Sutterella,40544,Decrease,16S rRNA sequencing,25121355
1139,Crohn Disease,D003424,Tepidimonas,114248,Increase,16S rRNA sequencing,25121355
1140,Crohn Disease,D003424,Thermus,270,Increase,16S rRNA sequencing,25121355
1141,Crohn Disease,D003424,Turicibacter,191303,Decrease,16S rRNA sequencing,25121355
1142,"Colitis, Ulcerative",D003093,Turicibacter,191303,Decrease,16S rRNA sequencing,25121355
1143,Laryngeal Neoplasms,D007822,Burkholderia,32008,Increase,16S rRNA sequencing,25239901
1144,Laryngeal Neoplasms,D007822,Catonella,43996,Increase,16S rRNA sequencing,25239901
1145,Laryngeal Neoplasms,D007822,Dialister,39948,Increase,16S rRNA sequencing,25239901
1146,Laryngeal Neoplasms,D007822,Fusobacterium,848,Increase,16S rRNA sequencing,25239901
1147,Laryngeal Neoplasms,D007822,Parvimonas,543311,Increase,16S rRNA sequencing,25239901
1148,Laryngeal Neoplasms,D007822,Peptostreptococcus,1257,Increase,16S rRNA sequencing,25239901
1149,Laryngeal Neoplasms,D007822,Prevotella,838,Increase,16S rRNA sequencing,25239901
1150,Laryngeal Neoplasms,D007822,Rothia,32207,Decrease,16S rRNA sequencing,25239901
1151,Laryngeal Neoplasms,D007822,Selenomonas,970,Increase,16S rRNA sequencing,25239901
1152,Laryngeal Neoplasms,D007822,Streptococcus,1301,Decrease,16S rRNA sequencing,25239901
1153,Laryngeal Neoplasms,D007822,Treponema,157,Increase,16S rRNA sequencing,25239901
1154,Celiac Disease,D002446,Bergeriella,334108,Decrease,16S rRNA sequencing,25403367
1155,Celiac Disease,D002446,Megasphaera,906,Decrease,16S rRNA sequencing,25403367
1156,Celiac Disease,D002446,Prevotella,838,Decrease,16S rRNA sequencing,25403367
1157,Colorectal Neoplasms,D015179,Acinetobacter,469,Decrease,Shotgun metagenomics sequencing,25432777
1158,Colorectal Neoplasms,D015179,Bacteroides,816,Increase,Shotgun metagenomics sequencing,25432777
1159,Colorectal Neoplasms,D015179,Bifidobacterium,1678,Decrease,Shotgun metagenomics sequencing,25432777
1160,Colorectal Neoplasms,D015179,Bilophila,35832,Increase,Shotgun metagenomics sequencing,25432777
1161,Colorectal Neoplasms,D015179,Campylobacter,194,Decrease,Shotgun metagenomics sequencing,25432777
1162,Colorectal Neoplasms,D015179,Desulfovibrio,872,Increase,Shotgun metagenomics sequencing,25432777
