,experiment_id,methodological_detail_id,qualitative_outcome,disease_id,meddra_level,meddra_id,location_id,disease_name,organism_id,organism_name,organism_ncbi_id,subject_value,control_value,ratio,method_name,sample_name,host_type,host_id,publication_id,control_name,response_name,response_unit
2337,2655,,Elevated,121,preferred_term,10003011.0,36.0,Appendicitis,80,Dialister,39948.0,0.77,0.066,,16S rRNA sequencing,Rectal swab,Human,394.0,344,Healthy control,% (abundancy),% (abundancy)
2338,2656,,Elevated,77,preferred_term,10048832.0,18.0,Colon adenomas,77,Fusobacterium,68766.0,8.44,7.4,,qPCR,Tissue biopsie,Human,395.0,345,Healthy control,Log copy number,
2339,2657,,Elevated,96,low_level_term,10011401.0,10.0,Crohn's Disease,51,Escherichia coli,562.0,,,,Denaturating gradient gel electrophoresis (DGGE),Faeces,Human,396.0,346,Healthy control,,
2340,2658,,Elevated,96,low_level_term,10011401.0,10.0,Crohn's Disease,267,Shigella flexneri,623.0,,,,Denaturating gradient gel electrophoresis (DGGE),Faeces,Human,396.0,346,Healthy control,,
2341,2659,,Elevated,96,low_level_term,10011401.0,10.0,Crohn's Disease,723,Enterobacteriaceae bacterium,1849603.0,,,,Denaturating gradient gel electrophoresis (DGGE),Faeces,Human,396.0,346,Healthy control,,
2342,2660,,Elevated,96,low_level_term,10011401.0,10.0,Crohn's Disease,724,Salmonella enterica,28901.0,,,,Denaturating gradient gel electrophoresis (DGGE),Faeces,Human,396.0,346,Healthy control,,
2343,2661,,Elevated,96,low_level_term,10011401.0,10.0,Crohn's Disease,47,Clostridium boltae,208479.0,,,,Denaturating gradient gel electrophoresis (DGGE),Faeces,Human,396.0,346,Healthy control,,
2344,2662,,Elevated,96,low_level_term,10011401.0,10.0,Crohn's Disease,188,Clostridium leptum,1535.0,,,,Denaturating gradient gel electrophoresis (DGGE),Faeces,Human,396.0,346,Healthy control,,
2345,2663,,Reduced,96,low_level_term,10011401.0,10.0,Crohn's Disease,6,Faecalibacterium prausnitzii,853.0,,,,Denaturating gradient gel electrophoresis (DGGE),Faeces,Human,396.0,346,Healthy control,,
2346,2664,,Reduced,96,low_level_term,10011401.0,10.0,Crohn's Disease,9,Clostridium,1506.0,,,,Denaturating gradient gel electrophoresis (DGGE),Faeces,Human,396.0,346,Healthy control,,
2347,2665,,Reduced,96,low_level_term,10011401.0,10.0,Crohn's Disease,209,Ruminococcus flavefaciens,1265.0,,,,Denaturating gradient gel electrophoresis (DGGE),Faeces,Human,396.0,346,Healthy control,,
2348,2666,,Reduced,96,low_level_term,10011401.0,10.0,Crohn's Disease,269,Enterococcus faecium,1352.0,,,,Denaturating gradient gel electrophoresis (DGGE),Faeces,Human,396.0,346,Healthy control,,
2349,2667,,Reduced,96,low_level_term,10011401.0,10.0,Crohn's Disease,57,Roseburia intestinalis,166486.0,,,,Denaturating gradient gel electrophoresis (DGGE),Faeces,Human,396.0,346,Healthy control,,
2350,2668,,Reduced,96,low_level_term,10011401.0,10.0,Crohn's Disease,725,Bacillus coagulans,1398.0,,,,Denaturating gradient gel electrophoresis (DGGE),Faeces,Human,396.0,346,Healthy control,,
2351,2669,,Reduced,96,low_level_term,10011401.0,10.0,Crohn's Disease,36,Bacteroides,29523.0,,,,Denaturating gradient gel electrophoresis (DGGE),Faeces,Human,396.0,346,Healthy control,,
2352,2670,,Reduced,96,low_level_term,10011401.0,10.0,Crohn's Disease,728,Bacteroides pectinophilus,384638.0,,,,Denaturating gradient gel electrophoresis (DGGE),Faeces,Human,396.0,346,Healthy control,,
2353,2671,,Reduced,96,low_level_term,10011401.0,10.0,Crohn's Disease,139,Bacteriodes uniformis,820.0,,,,Denaturating gradient gel electrophoresis (DGGE),Faeces,Human,396.0,346,Healthy control,,
2354,2672,,Reduced,96,low_level_term,10011401.0,10.0,Crohn's Disease,726,Prevotella bryantii,77095.0,,,,Denaturating gradient gel electrophoresis (DGGE),Faeces,Human,396.0,346,Healthy control,,
2355,2673,,Elevated,96,low_level_term,10011401.0,13.0,Crohn's Disease,51,Escherichia coli,562.0,,,,Denaturating gradient gel electrophoresis (DGGE),Ulcerated tissue,Human,396.0,346,Healthy control,,
2356,2674,,Elevated,96,low_level_term,10011401.0,13.0,Crohn's Disease,194,Clostridioides difficile,1496.0,,,,Denaturating gradient gel electrophoresis (DGGE),Ulcerated tissue,Human,396.0,346,Healthy control,,
2357,2675,,Elevated,96,low_level_term,10011401.0,13.0,Crohn's Disease,9,Clostridium,1506.0,,,,Denaturating gradient gel electrophoresis (DGGE),Ulcerated tissue,Human,396.0,346,Healthy control,,
2358,2676,,Elevated,96,low_level_term,10011401.0,13.0,Crohn's Disease,188,Clostridium leptum,1535.0,,,,Denaturating gradient gel electrophoresis (DGGE),Ulcerated tissue,Human,396.0,346,Healthy control,,
2359,2677,,Reduced,96,low_level_term,10011401.0,13.0,Crohn's Disease,6,Faecalibacterium prausnitzii,853.0,,,,Denaturating gradient gel electrophoresis (DGGE),Ulcerated tissue,Human,396.0,346,Healthy control,,
2360,2678,,Reduced,96,low_level_term,10011401.0,13.0,Crohn's Disease,475,Lactobacillus coleohominis,181675.0,,,,Denaturating gradient gel electrophoresis (DGGE),Ulcerated tissue,Human,396.0,346,Healthy control,,
2361,2679,,Reduced,96,low_level_term,10011401.0,13.0,Crohn's Disease,36,Bacteroides,29523.0,,,,Denaturating gradient gel electrophoresis (DGGE),Ulcerated tissue,Human,396.0,346,Healthy control,,
2362,2680,,Reduced,96,low_level_term,10011401.0,13.0,Crohn's Disease,727,Streptococcus gallolyticus,315405.0,,,,Denaturating gradient gel electrophoresis (DGGE),Ulcerated tissue,Human,396.0,346,Healthy control,,
2363,2681,,Elevated,158,low_level_term,10030897.0,89.0,Opisthorchis felineus infection,729,Lactobacillus brevis,1580.0,4941.0,4.0,,16S rRNA sequencing,Bile,Human,397.0,347,Gallstone disease patient without infection,Reads,
2364,2682,,Elevated,158,low_level_term,10030897.0,89.0,Opisthorchis felineus infection,401,Veillonella dispar,39778.0,3.0,0.0,,16S rRNA sequencing,Bile,Human,397.0,347,Gallstone disease patient without infection,Reads,
2365,2683,,Elevated,158,low_level_term,10030897.0,89.0,Opisthorchis felineus infection,730,Methylotenera mobilis,359408.0,28.0,1.0,,16S rRNA sequencing,Bile,Human,397.0,347,Gallstone disease patient without infection,Reads,
2366,2684,,Elevated,158,low_level_term,10030897.0,89.0,Opisthorchis felineus infection,731,Paracoccus aminovorans,34004.0,6.0,0.0,,16S rRNA sequencing,Bile,Human,397.0,347,Gallstone disease patient without infection,Reads,
2367,2685,,Elevated,158,low_level_term,10030897.0,89.0,Opisthorchis felineus infection,732,Treponema amylovorum,59892.0,11.0,1.0,,16S rRNA sequencing,Bile,Human,397.0,347,Gallstone disease patient without infection,Reads,
2368,2686,,Elevated,158,low_level_term,10030897.0,89.0,Opisthorchis felineus infection,733,Staphylococcus equorum,246432.0,127.0,14.0,,16S rRNA sequencing,Bile,Human,397.0,347,Gallstone disease patient without infection,Reads,
2369,2687,,Elevated,158,low_level_term,10030897.0,89.0,Opisthorchis felineus infection,682,Corynebacterium durum,61592.0,19.0,1.0,,16S rRNA sequencing,Bile,Human,397.0,347,Gallstone disease patient without infection,Reads,
2370,2688,,Elevated,158,low_level_term,10030897.0,89.0,Opisthorchis felineus infection,183,Parabacteroides distasonis,823.0,8.0,0.0,,16S rRNA sequencing,Bile,Human,397.0,347,Gallstone disease patient without infection,Reads,
2371,2689,,Elevated,158,low_level_term,10030897.0,89.0,Opisthorchis felineus infection,734,Sphingomonas changbaiensis,529705.0,9.0,0.0,,16S rRNA sequencing,Bile,Human,397.0,347,Gallstone disease patient without infection,Reads,
2372,2690,,Elevated,158,low_level_term,10030897.0,89.0,Opisthorchis felineus infection,735,Methylobacterium adhaesivum,333297.0,21.0,5.0,,16S rRNA sequencing,Bile,Human,397.0,347,Gallstone disease patient without infection,Reads,
2373,2691,,Elevated,158,low_level_term,10030897.0,89.0,Opisthorchis felineus infection,6,Faecalibacterium prausnitzii,853.0,7.0,1.0,,16S rRNA sequencing,Bile,Human,397.0,347,Gallstone disease patient without infection,Reads,
2374,2692,,Elevated,158,low_level_term,10030897.0,89.0,Opisthorchis felineus infection,736,Anoxybacillus kestanbolensis,227476.0,9.0,2.0,,16S rRNA sequencing,Bile,Human,397.0,347,Gallstone disease patient without infection,Reads,
2375,2693,,Elevated,158,low_level_term,10030897.0,89.0,Opisthorchis felineus infection,139,Bacteriodes uniformis,820.0,12.0,8.0,,16S rRNA sequencing,Bile,Human,397.0,347,Gallstone disease patient without infection,Reads,
2376,2694,,Elevated,158,low_level_term,10030897.0,89.0,Opisthorchis felineus infection,737,Pseudoxanthomonas mexicana,128785.0,31.0,8.0,,16S rRNA sequencing,Bile,Human,397.0,347,Gallstone disease patient without infection,Reads,
2377,2695,,Elevated,158,low_level_term,10030897.0,89.0,Opisthorchis felineus infection,738,Sphingobium xenophagum,121428.0,31.0,8.0,,16S rRNA sequencing,Bile,Human,397.0,347,Gallstone disease patient without infection,Reads,
2378,2696,,Elevated,158,low_level_term,10030897.0,89.0,Opisthorchis felineus infection,56,Haemophilus parainfluenzae,729.0,22.0,8.0,,16S rRNA sequencing,Bile,Human,397.0,347,Gallstone disease patient without infection,Reads,
2379,2697,,Elevated,158,low_level_term,10030897.0,89.0,Opisthorchis felineus infection,739,Rathayibacter caricis,110936.0,11.0,5.0,,16S rRNA sequencing,Bile,Human,397.0,347,Gallstone disease patient without infection,Reads,
2380,2698,,Elevated,158,low_level_term,10030897.0,89.0,Opisthorchis felineus infection,740,Janthinobacterium lividum,29581.0,9.0,5.0,,16S rRNA sequencing,Bile,Human,397.0,347,Gallstone disease patient without infection,Reads,
2381,2699,,Elevated,158,low_level_term,10030897.0,89.0,Opisthorchis felineus infection,741,Sphingomonas yabuuchiae,172044.0,19.0,10.0,,16S rRNA sequencing,Bile,Human,397.0,347,Gallstone disease patient without infection,Reads,
2382,2700,,Elevated,158,low_level_term,10030897.0,89.0,Opisthorchis felineus infection,742,Bacillus flexus,86664.0,20.0,10.0,,16S rRNA sequencing,Bile,Human,397.0,347,Gallstone disease patient without infection,Reads,
2383,2701,,Reduced,158,low_level_term,10030897.0,89.0,Opisthorchis felineus infection,743,Jeotgalicoccus psychrophilus,157228.0,2.0,11.0,,16S rRNA sequencing,Bile,Human,397.0,347,Gallstone disease patient without infection,Reads,
2384,2702,,Reduced,158,low_level_term,10030897.0,89.0,Opisthorchis felineus infection,366,Treponema socranskii,53419.0,3.0,9.0,,16S rRNA sequencing,Bile,Human,397.0,347,Gallstone disease patient without infection,Reads,
2385,2703,,Elevated,55,preferred_term,10033609.0,5.0,Pancreatic cancer,246,Leptotrichia,32067.0,,,,16S rRNA sequencing,Saliva,Human,398.0,348,Healthy control,,
2386,2704,,Reduced,55,preferred_term,10033609.0,5.0,Pancreatic cancer,329,Porphyromonas,836.0,,,,16S rRNA sequencing,Saliva,Human,398.0,348,Healthy control,,
2387,2705,,Reduced,6,preferred_term,10019641.0,10.0,Cirrhosis,256,Porphyromonadaceae,171551.0,5.7,8.9,,16S rRNA sequencing,Faeces,Human,399.0,349,Healthy control,Median abundancy (%),%
2388,2706,,Elevated,6,preferred_term,10019641.0,10.0,Cirrhosis,257,Staphylococcaceae,90964.0,1.0,0.0,,16S rRNA sequencing,Faeces,Human,399.0,349,Healthy control,Median abundancy (%),%
2389,2707,,Elevated,6,preferred_term,10019641.0,10.0,Cirrhosis,258,Enterococcaceae,81852.0,1.5,0.0,,16S rRNA sequencing,Faeces,Human,399.0,349,Healthy control,Median abundancy (%),%
2390,2708,,Reduced,6,preferred_term,10019641.0,10.0,Cirrhosis,255,Clostridiales XIV,,3.4,5.7,,16S rRNA sequencing,Faeces,Human,399.0,349,Healthy control,Median abundancy (%),%
2391,2709,,Reduced,6,preferred_term,10019641.0,10.0,Cirrhosis,55,Lachnospiraceae,186803.0,15.2,28.1,,16S rRNA sequencing,Faeces,Human,399.0,349,Healthy control,Median abundancy (%),%
2392,2710,,Reduced,6,preferred_term,10019641.0,10.0,Cirrhosis,219,Ruminococcaceae,541000.0,6.7,12.0,,16S rRNA sequencing,Faeces,Human,399.0,349,Healthy control,Median abundancy (%),%
2393,2711,,Reduced,6,preferred_term,10019641.0,10.0,Cirrhosis,171,Veillonellaceae,31977.0,2.0,3.2,,16S rRNA sequencing,Faeces,Human,399.0,349,Healthy control,Median abundancy (%),%
2394,2712,,Elevated,6,preferred_term,10019641.0,10.0,Cirrhosis,232,Enterobacteriaceae,543.0,3.9,2.0,,16S rRNA sequencing,Faeces,Human,399.0,349,Healthy control,Median abundancy (%),%
2395,2713,,Reduced,6,preferred_term,10019641.0,10.0,Cirrhosis,55,Lachnospiraceae,186803.0,3.3,18.1,,16S rRNA pyrosequencing,Faeces,Human,400.0,350,Healthy control,Median abundancy (%),%
2396,2714,,Reduced,6,preferred_term,10019641.0,10.0,Cirrhosis,219,Ruminococcaceae,541000.0,1.9,12.8,,16S rRNA pyrosequencing,Faeces,Human,400.0,350,Healthy control,Median abundancy (%),%
2397,2715,,Reduced,6,preferred_term,10019641.0,10.0,Cirrhosis,214,Blautia,572511.0,0.0,4.7,,16S rRNA pyrosequencing,Faeces,Human,400.0,350,Healthy control,Median abundancy (%),%
2398,2716,,Reduced,6,preferred_term,10019641.0,10.0,Cirrhosis,377,Rikenellaceae,171550.0,0.0,2.3,,16S rRNA pyrosequencing,Faeces,Human,400.0,350,Healthy control,Median abundancy (%),%
2399,2717,,Elevated,6,preferred_term,10019641.0,10.0,Cirrhosis,171,Veillonellaceae,31977.0,3.4,2.5,,16S rRNA pyrosequencing,Faeces,Human,400.0,350,Healthy control,Median abundancy (%),%
2400,2718,,Elevated,6,preferred_term,10019641.0,10.0,Cirrhosis,232,Enterobacteriaceae,543.0,0.2,0.0,,16S rRNA pyrosequencing,Faeces,Human,400.0,350,Healthy control,Median abundancy (%),%
2401,2719,,Elevated,154,preferred_term,10053219.0,10.0,Non alcoholic steatohepatitis,698,Clostridium coccoides group,,,,,qPCR,Faeces,Human,401.0,351,Healthy control,,
2402,2720,,Reduced,154,preferred_term,10053219.0,10.0,Non alcoholic steatohepatitis,348,Bacteroidetes,976.0,,,,qPCR,Faeces,Human,401.0,351,Healthy control,,
2403,2721,,Reduced,159,preferred_term,10054263.0,91.0,Helicobacter pylori infection,62,Streptococcus,1306.0,,,,16S rDNA pyrosequencing,Gastric fluid,Human,402.0,352,Healthy control,,
2404,2722,,Reduced,159,preferred_term,10054263.0,91.0,Helicobacter pylori infection,135,Actinomyces,29317.0,,,,16S rDNA pyrosequencing,Gastric fluid,Human,402.0,352,Healthy control,,
2405,2723,,Reduced,159,preferred_term,10054263.0,91.0,Helicobacter pylori infection,251,Granulicatella,117563.0,,,,16S rDNA pyrosequencing,Gastric fluid,Human,402.0,352,Healthy control,,
2406,2724,,Reduced,159,preferred_term,10054263.0,91.0,Helicobacter pylori infection,244,Rothia,32207.0,,,,16S rDNA pyrosequencing,Gastric fluid,Human,402.0,352,Healthy control,,
2407,2725,,Reduced,159,preferred_term,10054263.0,91.0,Helicobacter pylori infection,222,Actinobacteria,1760.0,,,,16S rDNA pyrosequencing,Gastric fluid,Human,402.0,352,Healthy control,,
2408,2726,,Reduced,160,low_level_term,10004661.0,10.0,Primary biliary cirrhosis,744,Acidobacteria,57723.0,,,,Metagenomic sequencing,Faeces,Human,403.0,353,Healthy control,,
2409,2727,,Reduced,160,low_level_term,10004661.0,10.0,Primary biliary cirrhosis,562,Lachnobacterium,140625.0,,,,Metagenomic sequencing,Faeces,Human,403.0,353,Healthy control,,
2410,2728,,Reduced,160,low_level_term,10004661.0,10.0,Primary biliary cirrhosis,592,Bacteroides eggerthii,28111.0,,,,Metagenomic sequencing,Faeces,Human,403.0,353,Healthy control,,
2411,2729,,Reduced,160,low_level_term,10004661.0,10.0,Primary biliary cirrhosis,76,Ruminococcus bromii,40518.0,,,,Metagenomic sequencing,Faeces,Human,403.0,353,Healthy control,,
2412,2730,,Elevated,160,low_level_term,10004661.0,10.0,Primary biliary cirrhosis,232,Enterobacteriaceae,543.0,,,,Metagenomic sequencing,Faeces,Human,403.0,353,Healthy control,,
2413,2731,,Elevated,160,low_level_term,10004661.0,10.0,Primary biliary cirrhosis,745,Neisseriaceae,481.0,,,,Metagenomic sequencing,Faeces,Human,403.0,353,Healthy control,,
2414,2732,,Elevated,160,low_level_term,10004661.0,10.0,Primary biliary cirrhosis,746,Spirochaetaceae,137.0,,,,Metagenomic sequencing,Faeces,Human,403.0,353,Healthy control,,
2415,2733,,Elevated,160,low_level_term,10004661.0,10.0,Primary biliary cirrhosis,35,Veillonella,29465.0,,,,Metagenomic sequencing,Faeces,Human,403.0,353,Healthy control,,
2416,2734,,Elevated,160,low_level_term,10004661.0,10.0,Primary biliary cirrhosis,62,Streptococcus,1306.0,,,,Metagenomic sequencing,Faeces,Human,403.0,353,Healthy control,,
2417,2735,,Elevated,160,low_level_term,10004661.0,10.0,Primary biliary cirrhosis,330,Klebsiella,570.0,,,,Metagenomic sequencing,Faeces,Human,403.0,353,Healthy control,,
2418,2736,,Elevated,160,low_level_term,10004661.0,10.0,Primary biliary cirrhosis,420,Actinobacillus pleuropneumoniae,715.0,,,,Metagenomic sequencing,Faeces,Human,403.0,353,Healthy control,,
2419,2737,,Elevated,160,low_level_term,10004661.0,10.0,Primary biliary cirrhosis,747,Anaeroglobus geminatus,156456.0,,,,Metagenomic sequencing,Faeces,Human,403.0,353,Healthy control,,
2420,2738,,Elevated,160,low_level_term,10004661.0,10.0,Primary biliary cirrhosis,748,Enterobacter asburiae,61645.0,,,,Metagenomic sequencing,Faeces,Human,403.0,353,Healthy control,,
2421,2739,,Elevated,160,low_level_term,10004661.0,10.0,Primary biliary cirrhosis,56,Haemophilus parainfluenzae,729.0,,,,Metagenomic sequencing,Faeces,Human,403.0,353,Healthy control,,
2422,2740,,Elevated,160,low_level_term,10004661.0,10.0,Primary biliary cirrhosis,749,Megasphaera micronuciformis,187326.0,,,,Metagenomic sequencing,Faeces,Human,403.0,353,Healthy control,,
2423,2741,,Elevated,160,low_level_term,10004661.0,10.0,Primary biliary cirrhosis,750,Paraprevotella clara,454154.0,,,,Metagenomic sequencing,Faeces,Human,403.0,353,Healthy control,,
2424,2742,,Reduced,161,preferred_term,10019668.0,43.0,Liver fibrosis,222,Actinobacteria,1760.0,,,,16S rRNA sequencing,Blood,Human,404.0,354,Healthy control,,
2425,2743,,Elevated,161,preferred_term,10019668.0,43.0,Liver fibrosis,312,Sphingomonas,13687.0,,,,16S rRNA sequencing,Blood,Human,404.0,354,Healthy control,,
2426,2744,,Elevated,161,preferred_term,10019668.0,43.0,Liver fibrosis,751,Bosea,85413.0,,,,16S rRNA sequencing,Blood,Human,404.0,354,Healthy control,,
2427,2745,,Elevated,161,preferred_term,10019668.0,43.0,Liver fibrosis,444,Variovorax,34072.0,,,,16S rRNA sequencing,Blood,Human,404.0,354,Healthy control,,
2428,2746,,Elevated,161,preferred_term,10019668.0,10.0,Liver fibrosis,260,Fusobacteriaceae,203492.0,,,,Metagenomic sequencing,Faeces,Human,404.0,354,Healthy control,,
2429,2747,,Reduced,161,preferred_term,10019668.0,10.0,Liver fibrosis,219,Ruminococcaceae,541000.0,,,,Metagenomic sequencing,Faeces,Human,404.0,354,Healthy control,,
2430,2748,,Reduced,161,preferred_term,10019668.0,10.0,Liver fibrosis,55,Lachnospiraceae,186803.0,,,,Metagenomic sequencing,Faeces,Human,404.0,354,Healthy control,,
2431,2749,,Reduced,161,preferred_term,10019668.0,10.0,Liver fibrosis,242,Coriobacteriaceae,84107.0,,,,Metagenomic sequencing,Faeces,Human,404.0,354,Healthy control,,
2432,2750,,Elevated,7,preferred_term,10067585.0,10.0,Type 2 Diabetes,752,Lactobacillus bulgaricus,1585.0,5.2,4.6,,qPCR,Faeces,Human,405.0,355,Healthy control,Log bacteria/g,
2433,2751,,Elevated,7,preferred_term,10067585.0,10.0,Type 2 Diabetes,753,Lactobacillus rhamnosus,47715.0,3.7,2.7,,qPCR,Faeces,Human,405.0,355,Healthy control,Log bacteria/g,
2434,2752,,Elevated,7,preferred_term,10067585.0,10.0,Type 2 Diabetes,523,Lactobacillus acidophilus,1579.0,4.3,2.9,,qPCR,Faeces,Human,405.0,355,Healthy control,Log bacteria/g,
2435,2753,,Reduced,7,preferred_term,10067585.0,10.0,Type 2 Diabetes,22,Bifidobacterium adolescentis,1680.0,3.5,4.0,,qPCR,Faeces,Human,405.0,355,Healthy control,Log bacteria/g,
2436,2754,,Reduced,3,preferred_term,10011401.0,10.0,Crohn's Disease,6,Faecalibacterium prausnitzii,853.0,,,0.0004,qPCR,Faeces,Human,406.0,356,Healthy control,p-value,
2437,2755,,Elevated,6,preferred_term,10019641.0,26.0,Cirrhosis,371,Burkholderia,32008.0,0.1,0.0,,16S rRNA pyrosequencing,Tissue biopsie,Human,407.0,357,Healthy control,% (abundancy),% (abundancy)
2438,2756,,Elevated,6,preferred_term,10019641.0,26.0,Cirrhosis,238,Ralstonia,48736.0,0.1,0.0,,16S rRNA pyrosequencing,Tissue biopsie,Human,407.0,357,Healthy control,% (abundancy),% (abundancy)
2439,2757,,Elevated,6,preferred_term,10019641.0,26.0,Cirrhosis,9,Clostridium,1506.0,0.2,0.0,,16S rRNA pyrosequencing,Tissue biopsie,Human,407.0,357,Healthy control,% (abundancy),% (abundancy)
2440,2758,,Elevated,6,preferred_term,10019641.0,26.0,Cirrhosis,84,Proteus,229037.0,0.1,0.0,,16S rRNA pyrosequencing,Tissue biopsie,Human,407.0,357,Healthy control,% (abundancy),% (abundancy)
2441,2759,,Elevated,6,preferred_term,10019641.0,26.0,Cirrhosis,41,Enterococcus,35783.0,2.2,0.0,,16S rRNA pyrosequencing,Tissue biopsie,Human,407.0,357,Healthy control,% (abundancy),% (abundancy)
